index,a,b,time
road_link_59,road_node_32541,road_node_85290,31.908164721917675
road_link_60,road_node_88797,road_node_33304,19.640401827162115
road_link_61,road_node_8761,road_node_21689,11.029521728040972
road_link_62,road_node_30693,road_node_31655,12.1104563354044
road_link_63,road_node_12196,road_node_40288,5.118568719659431
road_link_64,road_node_40288,road_node_41731,9.430351136328145
road_link_65,road_node_2039,road_node_70223,1.3085916051000483
road_link_66,road_node_7266,road_node_7620,7.728240775513193
road_link_67,road_node_84099,road_node_65497,1.361648874552053
road_link_68,road_node_81970,road_node_20762,35.57671040560842
road_link_69,road_node_1914,road_node_90351,0.8277196500120213
road_link_70,road_node_90351,road_node_74276,1.534532841441396
road_link_71,road_node_3742,road_node_49936,11.577791544657336
road_link_72,road_node_74276,road_node_19539,8.39399517365661
road_link_73,road_node_28615,road_node_51732,2.3485725920252682
road_link_74,road_node_38332,road_node_34469,27.840886992534646
road_link_75,road_node_51732,road_node_78235,9.015776788754902
road_link_76,road_node_78235,road_node_33991,6.763715237380322
road_link_77,road_node_34469,road_node_64698,29.680044827826595
road_link_78,road_node_91066,road_node_8190,1.6648068685329078
road_link_79,road_node_55531,road_node_66825,2.631918704671892
road_link_80,road_node_66825,road_node_64847,50.53725324313078
road_link_81,road_node_28865,road_node_55531,69.65819341257267
road_link_82,road_node_56395,road_node_28865,4.338147877056103
road_link_83,road_node_7982,road_node_84287,4.705690862074809
road_link_84,road_node_84287,road_node_3851,0.7609828206738206
road_link_85,road_node_76046,road_node_93347,6.155100131028514
road_link_86,road_node_93347,road_node_76533,0.9733304224065057
road_link_87,road_node_76533,road_node_76622,7.669801982881961
road_link_88,road_node_24877,road_node_32861,6.372559725454507
road_link_89,road_node_34201,road_node_24379,1.2371074365767967
road_link_90,road_node_85281,road_node_17457,1.3543484502220533
road_link_91,road_node_44411,road_node_22623,1.4733108688158243
road_link_92,road_node_17268,road_node_56265,0.8485962111151403
road_link_93,road_node_56265,road_node_62883,1.2336568978717595
road_link_94,road_node_42300,road_node_51349,2.130274792612302
road_link_95,road_node_92126,road_node_37696,1.0113695908649631
road_link_96,road_node_42300,road_node_10597,16.272556126978134
road_link_97,road_node_62883,road_node_42300,2.4028741315679536
road_link_98,road_node_49936,road_node_88797,9.428209754813443
road_link_99,road_node_17457,road_node_65155,11.135309443276016
road_link_100,road_node_51349,road_node_92126,1.1924990138418392
road_link_101,road_node_76622,road_node_84329,1.455673693792051
road_link_102,road_node_65155,road_node_20840,6.7979057518068835
road_link_103,road_node_81903,road_node_39173,1.7924789482724854
road_link_104,road_node_39173,road_node_66381,10.281881445297575
road_link_105,road_node_20840,road_node_45106,6.87857152531109
road_link_106,road_node_29543,road_node_23426,28.53099864788102
road_link_107,road_node_29543,road_node_34469,7.830009176653179
road_link_108,road_node_45106,road_node_61867,10.316674767445829
road_link_109,road_node_71074,road_node_39496,10.823244514845767
road_link_110,road_node_68332,road_node_93112,9.084758440604432
road_link_111,road_node_56873,road_node_68332,1.3227896120306761
road_link_112,road_node_56873,road_node_70345,7.798317247298588
road_link_113,road_node_11938,road_node_24026,8.613112135998218
road_link_114,road_node_54193,road_node_38332,31.653376610246685
road_link_115,road_node_67169,road_node_55451,31.14572595513485
road_link_116,road_node_73226,road_node_31633,1.2761936023011105
road_link_117,road_node_53780,road_node_11202,4.2124885679641135
road_link_118,road_node_55451,road_node_82441,31.276518889008216
road_link_119,road_node_26396,road_node_53780,1.1170723519335284
road_link_120,road_node_37625,road_node_26396,1.3835758700540066
road_link_121,road_node_51593,road_node_37625,1.2962998899116023
road_link_122,road_node_66249,road_node_30002,11.546858064342148
road_link_123,road_node_82441,road_node_62884,31.190959597237025
road_link_124,road_node_18812,road_node_73810,4.658157360770152
road_link_125,road_node_22079,road_node_54187,13.428789351859264
road_link_126,road_node_64590,road_node_18812,1.655772202796597
road_link_127,road_node_62884,road_node_93017,16.916351227999122
road_link_128,road_node_64590,road_node_10290,4.403348174237555
road_link_129,road_node_73577,road_node_6124,7.966611576094019
road_link_130,road_node_88797,road_node_18582,9.051750181496622
road_link_131,road_node_6124,road_node_11895,5.619360969241233
road_link_132,road_node_15399,road_node_42189,11.800642162340326
road_link_133,road_node_30074,road_node_75290,2.4261328438521743
road_link_134,road_node_17153,road_node_44315,1.4989898201346585
road_link_135,road_node_62892,road_node_83620,2.8565600935524165
road_link_136,road_node_26658,road_node_53946,2.4507556936930284
road_link_137,road_node_40096,road_node_86602,31.671854984406654
road_link_138,road_node_40096,road_node_89046,11.218793621915198
road_link_139,road_node_17989,road_node_13035,7.304555790177851
road_link_140,road_node_65601,road_node_49378,10.214397273412658
road_link_141,road_node_92348,road_node_15742,9.136257008678447
road_link_142,road_node_15742,road_node_49241,7.572761446592598
road_link_143,road_node_19365,road_node_76271,6.825467091012947
road_link_144,road_node_3375,road_node_7922,6.2262166955094465
road_link_145,road_node_37457,road_node_40554,0.4675223185963633
road_link_146,road_node_40554,road_node_28534,22.587255143292886
road_link_147,road_node_18582,road_node_63,19.800258271066063
road_link_148,road_node_64776,road_node_61323,1.4795263714470022
road_link_149,road_node_73937,road_node_68482,1.1760922361882191
road_link_150,road_node_19361,road_node_82478,4.104173814075251
road_link_151,road_node_82478,road_node_77950,0.7193578520149461
road_link_152,road_node_77950,road_node_64776,13.537768847348493
road_link_153,road_node_35980,road_node_17639,5.8452824546020805
road_link_154,road_node_35980,road_node_32010,17.320959282810552
road_link_155,road_node_86953,road_node_93316,5.951397650492865
road_link_156,road_node_93316,road_node_20658,5.723383934390566
road_link_157,road_node_68482,road_node_57224,5.597149748158444
road_link_158,road_node_57224,road_node_33535,5.039702981101271
road_link_159,road_node_33535,road_node_6037,3.8991773300267294
road_link_160,road_node_6037,road_node_3871,2.4650313519941185
road_link_161,road_node_39331,road_node_24866,7.1056839620856795
road_link_162,road_node_17639,road_node_40696,6.4495618071319765
road_link_163,road_node_21714,road_node_1859,20.638101479146012
road_link_164,road_node_86953,road_node_80699,18.690164657182624
road_link_165,road_node_21714,road_node_86953,5.863409738766486
road_link_166,road_node_20613,road_node_77084,12.268204643552213
road_link_167,road_node_41246,road_node_67870,2.683348575206097
road_link_168,road_node_73079,road_node_22900,9.392657142460267
road_link_169,road_node_37228,road_node_74194,12.582981817681825
road_link_170,road_node_90073,road_node_10326,10.607542349700466
road_link_171,road_node_67554,road_node_65529,55.84617012234092
road_link_172,road_node_67594,road_node_34333,36.420771966832554
road_link_173,road_node_63,road_node_81583,9.430101550479774
road_link_174,road_node_4700,road_node_48051,9.05463214341095
road_link_175,road_node_83986,road_node_23777,0.5835024230426121
road_link_176,road_node_83801,road_node_36215,6.951106180481777
road_link_177,road_node_83801,road_node_57468,13.873988681491062
road_link_178,road_node_57468,road_node_56196,10.318469086616657
road_link_179,road_node_57468,road_node_20980,19.138219247675874
road_link_180,road_node_72274,road_node_75022,20.184764762103104
road_link_181,road_node_72274,road_node_23368,7.1414741306924245
road_link_182,road_node_20980,road_node_29967,7.056911451802254
road_link_183,road_node_20980,road_node_73930,25.80480845630833
road_link_184,road_node_47424,road_node_29184,25.602873896476407
road_link_185,road_node_47424,road_node_34793,7.861995807534188
road_link_186,road_node_34793,road_node_42407,25.68929507717085
road_link_187,road_node_34793,road_node_22103,9.239511878881636
road_link_188,road_node_32110,road_node_72274,4.150039125453418
road_link_189,road_node_29184,road_node_42407,7.6774443766816045
road_link_190,road_node_29184,road_node_85193,8.836545395981213
road_link_191,road_node_42407,road_node_5899,8.755612977427662
road_link_192,road_node_42407,road_node_43612,9.365006921506533
road_link_193,road_node_32312,road_node_29184,6.644695131717317
road_link_194,road_node_32312,road_node_56040,25.675458861656228
road_link_195,road_node_56040,road_node_91142,20.26505499534684
road_link_196,road_node_23368,road_node_22730,7.779725946316677
road_link_197,road_node_81583,road_node_33001,10.169594683317461
road_link_198,road_node_62925,road_node_82369,12.41090183755425
road_link_199,road_node_73930,road_node_93322,8.193683116677061
road_link_200,road_node_82369,road_node_4619,9.798572537370553
road_link_201,road_node_90214,road_node_203,7.255793075640271
road_link_202,road_node_48810,road_node_82921,8.167884431524241
road_link_203,road_node_23806,road_node_67552,5.614580463088159
road_link_204,road_node_23806,road_node_49977,36.91661266542319
road_link_205,road_node_5899,road_node_38912,7.009505303926199
road_link_206,road_node_15829,road_node_44368,6.113335464377789
road_link_207,road_node_24866,road_node_70638,5.638732474530677
road_link_208,road_node_85939,road_node_12182,1.8168498655807896
road_link_209,road_node_38349,road_node_34866,4.781902195753571
road_link_210,road_node_72204,road_node_14083,6.969277610688898
road_link_211,road_node_11354,road_node_78863,4.603184994482405
road_link_212,road_node_67552,road_node_51962,25.58020606251424
road_link_213,road_node_67552,road_node_26701,5.859287090144345
road_link_214,road_node_54004,road_node_25447,17.477857331344286
road_link_215,road_node_83433,road_node_44094,0.965633908151168
road_link_216,road_node_30301,road_node_16233,9.463884312702621
road_link_217,road_node_78115,road_node_71200,25.93011354290495
road_link_218,road_node_34205,road_node_24750,12.103295023556555
road_link_219,road_node_55850,road_node_39235,0.803820251138602
road_link_220,road_node_88674,road_node_88171,12.348996888985234
road_link_221,road_node_11299,road_node_52896,5.041893592332291
road_link_222,road_node_16824,road_node_86183,7.049913208119761
road_link_223,road_node_17471,road_node_20169,8.099172661262461
road_link_224,road_node_33001,road_node_3245,11.415896562650879
road_link_225,road_node_51444,road_node_38239,5.713201484924894
road_link_226,road_node_74647,road_node_81457,14.925047004909795
road_link_227,road_node_82704,road_node_85272,7.154678045953079
road_link_228,road_node_82704,road_node_40441,0.7758756216838585
road_link_229,road_node_23005,road_node_67927,0.8525559325802031
road_link_230,road_node_76883,road_node_30067,0.9112300453971979
road_link_231,road_node_71480,road_node_54515,3.4126268028710043
road_link_232,road_node_65968,road_node_75113,16.58762056243677
road_link_233,road_node_81430,road_node_41102,7.430905592926203
road_link_234,road_node_68463,road_node_85871,35.1572542635994
road_link_235,road_node_52451,road_node_81904,7.230351002798247
road_link_236,road_node_50807,road_node_74696,9.111741364823393
road_link_237,road_node_54771,road_node_66565,8.634029240106964
road_link_238,road_node_54771,road_node_75003,11.211600395700493
road_link_239,road_node_78366,road_node_70906,15.710383533004226
road_link_240,road_node_15849,road_node_78366,10.53796562049036
road_link_241,road_node_60793,road_node_84503,15.606947582248253
road_link_242,road_node_78366,road_node_84503,10.641676983739842
road_link_243,road_node_9591,road_node_67621,39.66442063539569
road_link_244,road_node_48559,road_node_66137,8.320521283363636
road_link_245,road_node_11942,road_node_59275,17.61524891120966
road_link_246,road_node_28517,road_node_59275,8.459009215710909
road_link_247,road_node_35129,road_node_33113,35.1549779861691
road_link_248,road_node_72405,road_node_35129,35.26843378457816
road_link_249,road_node_89093,road_node_84855,8.046555595223113
road_link_250,road_node_49243,road_node_89093,7.8025198527125195
road_link_251,road_node_1734,road_node_93455,10.651606549142178
road_link_252,road_node_6061,road_node_81402,7.630351656015563
road_link_253,road_node_60822,road_node_21038,6.002854937348719
road_link_254,road_node_48999,road_node_30859,4.388059081284226
road_link_255,road_node_71498,road_node_294,1.1043580954597458
road_link_256,road_node_71498,road_node_32321,4.967684376176775
road_link_257,road_node_14425,road_node_5521,4.775442795279937
road_link_258,road_node_9997,road_node_86733,19.577600066912357
road_link_259,road_node_88436,road_node_58420,0.8989569853133829
road_link_260,road_node_36806,road_node_6409,8.682089987056088
road_link_261,road_node_39408,road_node_25957,8.221930812777241
road_link_262,road_node_43402,road_node_40281,9.283066629240881
road_link_263,road_node_23382,road_node_11010,2.800017688839841
road_link_264,road_node_32567,road_node_18508,19.390327999219725
road_link_265,road_node_9594,road_node_28765,28.785390057767497
road_link_266,road_node_40759,road_node_87809,7.943162823561987
road_link_267,road_node_16289,road_node_28901,8.686189728852124
road_link_268,road_node_28901,road_node_44817,11.518034723691331
road_link_269,road_node_84504,road_node_38989,9.064240957262284
road_link_270,road_node_42582,road_node_79034,5.937229693047671
road_link_271,road_node_7944,road_node_81435,2.114757674816914
road_link_272,road_node_28118,road_node_76644,10.919354523503678
road_link_273,road_node_69658,road_node_72394,7.781010394751146
road_link_274,road_node_49396,road_node_76600,16.879813462523092
road_link_275,road_node_86964,road_node_30852,7.193524850617718
road_link_276,road_node_66785,road_node_83433,3.337748632488669
road_link_277,road_node_12575,road_node_66785,4.365452038030451
road_link_278,road_node_39013,road_node_71279,9.463810940478503
road_link_279,road_node_44913,road_node_30861,10.279180744813415
road_link_280,road_node_72371,road_node_58813,4.6630833025647975
road_link_281,road_node_81738,road_node_667,8.150794540243094
road_link_282,road_node_33052,road_node_81738,5.95370284099014
road_link_283,road_node_46332,road_node_33052,54.46139360140437
road_link_284,road_node_33428,road_node_79734,13.437612329812572
road_link_285,road_node_88378,road_node_3117,5.7222311178542595
road_link_286,road_node_89447,road_node_15095,6.848954283275534
road_link_287,road_node_1806,road_node_43133,1.4245517530909262
road_link_288,road_node_51803,road_node_2744,0.8056429758548949
road_link_289,road_node_27450,road_node_87273,6.453195795088812
road_link_290,road_node_41734,road_node_34236,6.779833826872674
road_link_291,road_node_36855,road_node_65905,6.023337033257016
road_link_292,road_node_90669,road_node_88040,9.277458348386768
road_link_293,road_node_88040,road_node_90669,1.2848502008875218
road_link_294,road_node_17639,road_node_72605,1.1624723680280133
road_link_295,road_node_5778,road_node_30056,2.817793686865481
road_link_296,road_node_17440,road_node_51273,3.215005621529899
road_link_297,road_node_51273,road_node_6823,2.8892288172240876
road_link_298,road_node_19478,road_node_8104,0.6093078030956672
road_link_299,road_node_19478,road_node_66508,5.7227677435318975
road_link_300,road_node_67111,road_node_22562,6.735707748467682
road_link_301,road_node_81682,road_node_6905,0.8241972145342866
road_link_302,road_node_60610,road_node_11967,8.811724992022386
road_link_303,road_node_62325,road_node_35841,2.86502902933057
road_link_304,road_node_86189,road_node_6478,7.496826693226894
road_link_305,road_node_69719,road_node_4375,2.998574836583111
road_link_306,road_node_15520,road_node_67558,1.3500896681139751
road_link_307,road_node_4375,road_node_60868,3.8853000167194605
road_link_308,road_node_32840,road_node_34881,9.389454988253116
road_link_309,road_node_11388,road_node_46584,21.21371686203164
road_link_310,road_node_32840,road_node_28013,37.544759489501246
road_link_311,road_node_11136,road_node_48423,10.21424754946745
road_link_312,road_node_22742,road_node_59914,1.2770401666784197
road_link_313,road_node_46584,road_node_19667,10.09338584121922
road_link_314,road_node_3342,road_node_93009,8.152130610872613
road_link_315,road_node_59777,road_node_25276,10.522840375444309
road_link_316,road_node_46038,road_node_81673,10.593129870412925
road_link_317,road_node_21582,road_node_46038,9.834694084903004
road_link_318,road_node_555,road_node_46038,1.3077143620199965
road_link_319,road_node_11154,road_node_555,10.250151143472259
road_link_320,road_node_12965,road_node_92627,22.98991830623847
road_link_321,road_node_21582,road_node_34868,1.3585873724719948
road_link_322,road_node_555,road_node_34868,9.799099460505403
road_link_323,road_node_10527,road_node_49767,9.130413321887461
road_link_324,road_node_45831,road_node_10746,5.830061314498029
road_link_325,road_node_56755,road_node_65332,1.1005992352244385
road_link_326,road_node_66898,road_node_90918,6.486044991897363
road_link_327,road_node_1847,road_node_89416,0.4145188724977263
road_link_328,road_node_15803,road_node_90535,0.5081748990409637
road_link_329,road_node_15803,road_node_8331,9.467268569147866
road_link_330,road_node_36412,road_node_34362,12.981878963699623
road_link_331,road_node_16586,road_node_24979,13.56236555340214
road_link_332,road_node_45527,road_node_75068,22.144031086176604
road_link_333,road_node_34661,road_node_69311,6.611886445303997
road_link_334,road_node_53831,road_node_23229,11.79561250372106
road_link_335,road_node_21481,road_node_34334,8.492981001553847
road_link_336,road_node_78763,road_node_56556,8.136230615883807
road_link_337,road_node_6905,road_node_84860,1.9869174511482468
road_link_338,road_node_93264,road_node_89552,2.5274833597654993
road_link_339,road_node_84461,road_node_17955,9.065826808060113
road_link_340,road_node_1018,road_node_71178,4.486210019318546
road_link_341,road_node_18363,road_node_12433,4.442867946338686
road_link_342,road_node_16576,road_node_12059,35.076856143593254
road_link_343,road_node_30079,road_node_35882,29.621301971020188
road_link_344,road_node_71483,road_node_84860,0.9336476382200108
road_link_345,road_node_65874,road_node_57572,1.4168908360556312
road_link_346,road_node_88229,road_node_65874,1.2696742568313866
road_link_347,road_node_88229,road_node_13366,6.4576669939287665
road_link_348,road_node_57572,road_node_40876,4.75541832164405
road_link_349,road_node_70081,road_node_41348,19.84614217606548
road_link_350,road_node_70081,road_node_31185,10.393598612559963
road_link_351,road_node_30675,road_node_70081,3.5283023252369823
road_link_352,road_node_12957,road_node_20642,7.962183596153842
road_link_353,road_node_74,road_node_12957,20.645044149143146
road_link_354,road_node_66983,road_node_63566,38.71149251194294
road_link_355,road_node_2078,road_node_81509,7.063269386335538
road_link_356,road_node_53726,road_node_56666,39.235503892965916
road_link_357,road_node_17819,road_node_61013,0.46895676527128755
road_link_358,road_node_62033,road_node_61761,8.69971112551929
road_link_359,road_node_48319,road_node_28527,26.50576608892394
road_link_360,road_node_35238,road_node_3253,5.293462718292676
road_link_361,road_node_37315,road_node_19418,7.696325214505973
road_link_362,road_node_26367,road_node_71481,16.574038852988544
road_link_363,road_node_9317,road_node_86418,0.6045118548772861
road_link_364,road_node_27999,road_node_44362,16.737458462214654
road_link_365,road_node_68921,road_node_7046,13.464503697637658
road_link_366,road_node_14992,road_node_68921,14.209128623284155
road_link_367,road_node_42537,road_node_18479,1.4400275886066964
road_link_368,road_node_36520,road_node_87514,9.218223017630828
road_link_369,road_node_79567,road_node_41042,8.55831548317108
road_link_370,road_node_41245,road_node_73359,8.932344773359503
road_link_371,road_node_56778,road_node_39079,3.14159551220162
road_link_372,road_node_78166,road_node_84577,4.733338176239416
road_link_373,road_node_89185,road_node_56516,13.330489412553288
road_link_374,road_node_18942,road_node_14182,6.289433731293517
road_link_375,road_node_79627,road_node_61955,4.971506871011598
road_link_376,road_node_26028,road_node_3556,5.98684981463289
road_link_377,road_node_19071,road_node_56008,23.68311865117117
road_link_378,road_node_53643,road_node_19071,8.18007560401099
road_link_379,road_node_25625,road_node_5319,11.8877510874874
road_link_380,road_node_25594,road_node_51879,11.22320555434461
road_link_381,road_node_76216,road_node_19559,5.088800782222449
road_link_382,road_node_60686,road_node_71170,8.639559229084718
road_link_383,road_node_75893,road_node_66031,12.239765807705556
road_link_384,road_node_56480,road_node_25518,5.691417119334581
road_link_385,road_node_45391,road_node_32208,28.161187811919742
road_link_386,road_node_90957,road_node_29891,28.86575946061532
road_link_387,road_node_73800,road_node_85136,2.372571990625692
road_link_388,road_node_28729,road_node_29963,16.76299265208027
road_link_389,road_node_28729,road_node_17225,20.594419099170196
road_link_390,road_node_45434,road_node_79930,18.003104246851464
road_link_391,road_node_77930,road_node_65105,21.3122855460762
road_link_392,road_node_16644,road_node_25594,11.353955055044892
road_link_393,road_node_41861,road_node_52473,7.033453387453385
road_link_394,road_node_63018,road_node_78672,21.25065122819054
road_link_395,road_node_6489,road_node_74936,9.40960251652048
road_link_396,road_node_12526,road_node_24142,8.355311407029497
road_link_397,road_node_5473,road_node_30986,17.090003403730233
road_link_398,road_node_30986,road_node_75009,8.936833535058003
road_link_399,road_node_74807,road_node_18560,36.75602171317615
road_link_400,road_node_40249,road_node_35088,13.323447571611018
road_link_401,road_node_26821,road_node_92285,9.45335253828763
road_link_402,road_node_24969,road_node_26821,12.733399031423756
road_link_403,road_node_54842,road_node_51559,34.073170339141534
road_link_404,road_node_21809,road_node_27805,29.844416342376064
road_link_405,road_node_51559,road_node_43856,0.4944974351304635
road_link_406,road_node_78927,road_node_75785,27.772286345925544
road_link_407,road_node_42193,road_node_13484,9.670698921612805
road_link_408,road_node_41858,road_node_89837,10.561365112189224
road_link_409,road_node_87672,road_node_54025,15.472733624185299
road_link_410,road_node_53423,road_node_59250,9.51165199047616
road_link_411,road_node_11216,road_node_53423,9.631477902006132
road_link_412,road_node_35275,road_node_48387,12.533249645424913
road_link_413,road_node_44901,road_node_88781,9.452875150747394
road_link_414,road_node_23154,road_node_44901,9.720208587996307
road_link_415,road_node_28007,road_node_39516,4.486201753683958
road_link_416,road_node_26801,road_node_51221,9.398165067844777
road_link_417,road_node_56156,road_node_13612,3.208908130508337
road_link_418,road_node_44781,road_node_8156,1.7571913516284923
road_link_419,road_node_53088,road_node_23154,20.23739869691429
road_link_420,road_node_23154,road_node_48387,0.2894875752687172
road_link_421,road_node_80173,road_node_41653,12.669181409912454
road_link_422,road_node_27190,road_node_46069,39.14562651105746
road_link_423,road_node_75712,road_node_29712,29.189549322115052
road_link_424,road_node_29712,road_node_355,0.41116939339865904
road_link_425,road_node_15010,road_node_69820,13.667113866929617
road_link_426,road_node_52243,road_node_28516,10.950611959723709
road_link_427,road_node_80946,road_node_78538,10.884968428803894
road_link_428,road_node_25527,road_node_58607,9.378395809302049
road_link_429,road_node_55788,road_node_92794,24.114768083376845
road_link_430,road_node_84858,road_node_35998,10.21467377120687
road_link_431,road_node_46032,road_node_68309,10.272436372378978
road_link_432,road_node_68309,road_node_65999,9.667020632395904
road_link_433,road_node_22668,road_node_84858,11.16260283799136
road_link_434,road_node_5767,road_node_81690,10.429397000831287
road_link_435,road_node_65850,road_node_87785,4.526001981786897
road_link_436,road_node_6859,road_node_17759,24.7444298036583
road_link_437,road_node_10326,road_node_62288,10.482136261076281
road_link_438,road_node_71057,road_node_10326,32.353162752953864
road_link_439,road_node_50670,road_node_674,8.666827499837574
road_link_440,road_node_64662,road_node_50154,4.736318607299646
road_link_441,road_node_82969,road_node_65785,7.853625759022022
road_link_442,road_node_82969,road_node_93027,6.162606362958614
road_link_443,road_node_40193,road_node_19022,72.54933942872066
road_link_444,road_node_64710,road_node_4169,5.5983148600749075
road_link_445,road_node_62632,road_node_30648,8.633625399210496
road_link_446,road_node_54453,road_node_70827,8.623066440683356
road_link_447,road_node_15410,road_node_71744,29.525083337726507
road_link_448,road_node_15410,road_node_54453,14.22149675330483
road_link_449,road_node_82713,road_node_79933,12.15612421497792
road_link_450,road_node_59149,road_node_82713,4.883568050856727
road_link_451,road_node_15261,road_node_83406,18.643581787456824
road_link_452,road_node_15261,road_node_15232,19.768463877906573
road_link_453,road_node_14013,road_node_67708,28.267738492126732
road_link_454,road_node_1770,road_node_31736,7.788965581526399
road_link_455,road_node_49077,road_node_5897,8.941040757351736
road_link_456,road_node_5897,road_node_7327,15.372777563049866
road_link_457,road_node_14013,road_node_1770,8.391250559541579
road_link_458,road_node_37903,road_node_54607,9.350495791276586
road_link_459,road_node_27424,road_node_56335,10.755871940545596
road_link_460,road_node_12391,road_node_60519,6.354625130819796
road_link_461,road_node_60519,road_node_9925,31.762350176649353
road_link_462,road_node_22916,road_node_38675,11.986136406842828
road_link_463,road_node_29924,road_node_24188,1.5877334831908834
road_link_464,road_node_22373,road_node_38039,12.432957742558983
road_link_465,road_node_22373,road_node_43684,8.424140339228941
road_link_466,road_node_14513,road_node_35061,7.55322587883682
road_link_467,road_node_50660,road_node_89100,9.349859534652925
road_link_468,road_node_637,road_node_83294,11.56965586183033
road_link_469,road_node_83219,road_node_68017,8.599337853241147
road_link_470,road_node_3750,road_node_16115,9.368991351573685
road_link_471,road_node_2473,road_node_8913,1.1550639275866859
road_link_472,road_node_2473,road_node_75197,8.150073167546815
road_link_473,road_node_49972,road_node_6607,5.465493297750716
road_link_474,road_node_49972,road_node_75197,0.966909644962864
road_link_475,road_node_75197,road_node_50160,5.114678727510482
road_link_476,road_node_8723,road_node_90860,1.0520692631183894
road_link_477,road_node_65105,road_node_30915,17.462896392022515
road_link_478,road_node_52014,road_node_32471,7.480493493516841
road_link_479,road_node_91304,road_node_525,43.3450118080574
road_link_480,road_node_10316,road_node_89059,9.400162655404834
road_link_481,road_node_52784,road_node_33194,55.76838696227403
road_link_482,road_node_62715,road_node_59390,1.7448046901879937
road_link_483,road_node_59146,road_node_85426,1.3277153814594618
road_link_484,road_node_65821,road_node_43375,66.53691011730282
road_link_485,road_node_18587,road_node_65546,1.3027725609053782
road_link_486,road_node_92343,road_node_55632,15.75710930201738
road_link_487,road_node_6366,road_node_92343,6.155239604807076
road_link_488,road_node_92343,road_node_21415,12.129148887147066
road_link_489,road_node_21154,road_node_11056,10.01643107166161
road_link_490,road_node_21154,road_node_56782,21.666282188642846
road_link_491,road_node_2696,road_node_21154,19.488294888579563
road_link_492,road_node_18570,road_node_68002,19.515846910130936
road_link_493,road_node_9884,road_node_18570,5.198137358986007
road_link_494,road_node_60038,road_node_29812,0.39251484534452935
road_link_495,road_node_60038,road_node_62315,6.9776201807919485
